Mstr Cust Acct Cd,Acs Cust Acct Cd,Customer Name,Cust Status Cd
BAXTR,BAXTR,BAXTER HEALTHCARE PTY LTD,I
BBC,BBC,BERGMANN BRANDENBURG COMP.,I
BBG,BBCAU,GSM OPERATIONS PTY LTD,I
BBG,BBCBIN,PT.BILLABONG INDONESIA.,I
BBG,BBCCA,GSM (CANADA) PTY LTD,I
BBG,BBCEU,GSM (EUROPE) PTY LTD,I
BBG,BBCSG,GSM TRADING (SINGAPORE) PTY LTD,A
BBG,BBCUS,BURLEIGH POINT LTD (USA),I
BBG,BBDAU,GSM OPERATIONS PTY LTD- DPO,I
BBG,BBDCA,GSM (CANADA) PTY LTD- DPO,I
BBG,BBDEU,GSM (EUROPE) PTY LTD- DPO,I
BBG,BBDUS,BURLEIGH POINT LTD (USA)- DPO,I
BBG,BBG,BILLABONG INTERNATIONAL LIMITED,A
BBGRTM,BBGRTM,BHB-FASHION SERVICE GMBH,I
BBIBAS,BBIBAS,BURMA BIBAS INCORPORATED,I
BBINC,BBINC,BROOKS BROTHERS INC.,I
BBOOM,BBOOM,BABY BOOM CONSUMER PRODUCS.INC,I
BBOOT,BBOOT,BRASHER BOOT CO,I
BBG,BBVAU,GSM OPERATIONS PTY LTD- VPO,I
BBG,BBVCA,GSM (CANADA) PTY LTD- VPO,I
BBG,BBVEU,GSM (EUROPE) PTY LTD- VPO,I
BBG,BBVUS,BURLEIGH POINT LTD (USA)- VPO,I
LLS,BBW,BATH & BODY WORKS (L.A.),I
BBG,BB4AU,GSM OPERATIONS PTY LTD,I
BBG,BB4EU,GSM (EUROPE) PTY LTD,I
BBG,BB4US,BURLEIGH POINT LTD (USA),I
BCAG,BCAG,BLATTMANN + CO AG,I
BCHAUS,BCHAUS,BERNARD CHAUS,A
BDC,BDC,BDC INTERNATIONAL LIMITED,I
BDFAG,BDFAG,BEIERSDORF AG,A
BDHHI,BDHHI,BLACK & DECKER HARDWARE & HOME,I
RMAID,BDOG,"BULLDOG A SUBSIDIARY OF NEWELL RUBBERMAID, INC.",I
BDP,BDP,BLUE DIAMOND PRODUCTS LTD,I
BDR,BDR,BDR THERMEA,A
BDSIGN,BDSIGN,BY DESIGN L.L.C.,I
BDTVTS,BDTVTS,BILKONT DIS TICARET VE TEKSTIL SANAYI A.S.,I
BEASPE,BEASPE,BEAUTONE,I
BEAUT,BEAUT,BEAUTEX GUATEMALA,I
BEE1,BEE1,BEEAHN-1,I
BEGI,BEGI,BERSALLES GROUP INC,A
BEHP,BEHP,BACKER EHP INC,I
BEKKER,BEKKER,"BEKKER LOGISTICA,LDA",I
BELDEN,BELDEN,BELDEN,I
DONN,BELDOC,DONNKENNY APPAREL INC,I
BELK,BELK,BELK STORE SERVICES,I
EBSI,BELL,BELL SPORTS INC,A
EBSI,BELLEX,BELL SPORTS INC (EXPORTS),I
BELLOG,BELLOG,BELGIAN LOGISTICS BVBA,I
BELUGA,BELUGA,"BELUGA, INC",I
BENBER,BENBER,BEN BERGER LLC,I
BENCO,BENCO,BENNETT AND COMPANY,I
LLS,BENDEL,"HENRI BENDEL, LLC.",I
BENDIX,BENDIX,BENDIX HUNTINGTON IN C/O AIMS LOGISTICS,I
BENDOM,BENDOM,BENEDOM S.A.,I
DELL,BENQ,BENQ CORPORATION,I
DELLEU,BENQIT,BENQ (IT) CO LTD,I
DELLEU,BENQML,BENQ TECHNOLOGIES SDN BHD,I
DELLEU,BENQTA,BENQ CORPORATION,I
BENTLY,BENTLY,BENTLEY LINGERIE INC,I
BERMAN,BERMAN,BERMAN INDUSTRIES,I
RMAID,BERNZ,BERNZOMATIC AND OPERATING DIVISION OF,I
BEROL,BEROL,"BEROL,S DE R.L. DE C.V.",I
BERRYP,BERRYP,BERRY PLASTICS PRIVATE LIMITED,I
BESPOK,BESPOK,BESPOKE,I
BESS,BESS,BESS MANUFACTURING,I
BESTO,BESTO,"BEST OVERSEAS, INC",I
BESUK,BESUK,BESPOKE (UK) LTD,I
EMERSN,BETCAN,EMERSON VALVE AUTOMATION - BETTIS CANADA LTD,I
BETTYB,BETTYB,BETTY BARRENA COLLECTION S.A. DE C.V.,I
BAB,BEUAVE,"BEAUTYAVENUES, LLC",A
BFOOT,BFOOT,BIG FOOT CHILE SPA,A
BGF,BGF,B G FREIGHT LTD,I
BGGC,BGGC,BIRKART GLOBISTICS GMBH & CO. LOGISTIK UND SERVICE KG,I
BGH,BGH,BGH BELGIUM NV,I
BGOLF,BGOLF,BRIDGESTONE GOLF,I
BHM,BHM,"BEGLEY, HOBBA & MANTON PTY LTD",I
AGL,BHS,ARCADIA GROUP LIMITED (BHS),I
BICYCL,BICYCL,BICICLO S.A. DE C.V.,A
BIDER,BIDER,BIDERMANN IND DIV OF CLUETT PEABODY,I
EMERSN,BIF,BIFFI ITALIA SRL,I
TARGET,BIGROC,"BIG ROC TOOLS, INC.",I
WOOLWO,BIGW,BIG W DISCOUNT STORE,I
BIJOUX,BIJOUX,BIJOUX INTERNATIONAL INC.,I
BIKE,BIKE,BIKEUROPE BV,I
BILLA,BILLA,BILLABONG INTERNATIONAL LIMITED,I
BIMGUC,BIMGUC,BIMAGUA S.A,I
BINNEY,BINNEY,BINNEY AND SMITH INC,I
BIRK,BIRK,BIRKART SYSTEMVERKEHRE GMBH,I
BISSHC,BISSEL,"BISSEL HOMECARE, INC",I
BISSHC,BISSHC,"BISSELL HOMECARE, INC",I
SUTTON,BIZZET,"E.S. SUTTON, INCORPORATED",I
BJTTVS,BJTTVS,BJ TEKSTIL TICARET VE SANAYI A.S.,I
BJW,BJW,"BJ'S WHOLESALE CLUB, INC.",I
BKBGLO,BKBGLO,BKB GLOBE INT. SPEDITION GMBH,I
BLD,BLD,BOOS LOGISTIK-DIENSTLEISTUNGSGESELLSCHFT GMBH,I
PHB,BLDG,"NOVA WILDCAT BULLDOG, LLC",I
BLG,BLG,BUSS LOGISTIK TERMINAL WALTERSHOF 2,I
BLINX,BLINX,BLUELINX CORPORATION,I
BLITZ,BLITZ,BLITZ SPDITION GMBH,I
BLKG,BLKG,BRINKMANN & LOHMANN(GMBH & CO.)KD,I
BLST,BLST,"BIG LOTS STORES, INC.",I
BLTW,BLTW,BUSS LOGISITK TERMIANL WALTERSHOF GMBH UND CO. KG,I
AEO,BLUE,BLUE NOTES LIMITED PARTNERSHIP,I
BLUEW,BLUEW,"BLUEWATER APPAREL GRIUP, LLC",I
BMAU,BMAU,BOOK MARKETING,I
PARBK,BMHP,BOOK MARKETING HOLDINGS PTY LTD,I
BMIMF,BMIMF,BMI MIAMI FREIGHT,I
BMK,BMK,BMK INC,I
EMERSN,BMMC,EMERSON (BEIJING) INSTRUMENT CO. LTD,I
BMSL,BMSL,COVESTRO (HONG KONG) LIMITED,A
BNB,BNB,B & B SWEATER MILL,I
BND,BND,BLACK & DECKER CORPORATION,I
BND,BNDMEX,BLACK & DECKER C/O R.L. JONES,I
BNDMIA,BNDMIA,BLACK & DECKER (U.S.) INC,I
BNDNVO,BNDNVO,M/S BLACK & DECKER (OVERSEAS),I
BNDPC,BNDPC,BLACK & DECKER SUZHOU,I
BND,BNDSI,BLACK & DECKER ASIA PACIFIC PT,I
BNFG,BNFG,BEHNKE NAH-UND FERNTRANSPORTE GMBH,I
BNLS,BNLS,BANKS AND LLOYD (SHIPPING) LTD,I
BOER,BOER,S. DEN BOER,I
BOI,BOI,BOI TRADING CO. LTD,I
BOLLMA,BOLLMA,BOLLMAN HAT COMPANY,I
BONAR,BONAR,BONAR PLASTICS,I
BOND,BOND,BOND INTERNATIONAL,I
BOND1,BOND1,BOND INTERNATIONAL LTD.,I
BONNIT,BONNIT,BONNIT BENELUX B.V.,I
BOOK,BOOK,"BOOK SHIPPERS ASSOCIATION, INC",I
BORAX,BORAX,BILLING ONLY,I
BORRAS,BORRAS,JOAQUIN BORRAS,I
BOSAPP,BOSAPP,BOSTON APPAREL GROUP,I
AMC,BOSCOV,AMC - BOSCOV'S DEPARTMENT STORE,I
BOSE,BOSE,BOSE CORPORATION,A
BOSE,BOSHK,BOSE CORPORATION- HONG KONG,A
BOUVET,BOUVET,BOUVET,I
BOUW,BOUW,M. GOUW EN ZONEN BV,I
BOXFW,BOXFW,BOX FRESH WHOLESALE LTD,I
BPOA,BPOA,BUSHNELL PERFORMANCE OPTICS ASIA LTD,A
BPS,BPS,PEAK ACHIEVEMENT ATHLETICS,A
BPS,BPSG,EASTON DIAMOND SPORTS LLC,I
BPS,BPSGCA,EASTON DIAMOND SPORTS CANADA,I
BPS,BPSH,BAUER HOCKEY LLC,A
BPS,BPSHCA,BAUER HOCKEY LTD,A
BPS,BPSHUB,BAUER HOCKEY LTD.,A
BPS,BPSL,CASCADE MAVERIK LACROSSE LLC,A
BPS,BPSLCA,PERFORMANCE LACROSSE GROUP CORP.- CANADA,I
BPS,BPSSCA,BAUER PERFORMANCE SPORTS UNIFORM CORP.- CANADA,I
BPS,BPSX,"BPS DIAMOND, INC.",I
BRACK,BRACK,BRACKENS ENTERPRISES,I
BRAJB,BRAJB,BRANTANOUKA.JONESBOOTMAKER,I
BRAJB,BRALXR,BRANTANO RETAIL LTD,I
FNGG,BRANBE,BRANTANO NV,A
BRAND,BRAND,BRAND REX LTD,I
BRANDE,BRANDE,BERGMANN BRANDENBURG COMPANY,I
EMERSN,BRANSN,BRANSON ULTRASONICS,I
BRAUN,BRAUN,BRAUN+ WETTBERG FEINBUERSTENMAN. GMBH,A
BREW,BREW,BREWTOPIA LIMITED,I
BRIEF,BRIEF,BRIEFLY STATED INC,I
BRIGAT,BRIGAT,BRIGATA INTERNATIONAL INC,I
BRISK,BRISK,BRISK GLOBAL LOGISTICS,I
BRITDI,BRITDI,BRITANNIA DISTRIBUTION CO.LTD,I
BRNWIK,BRNWIK,BRUNSWICK INDOOR RECREATION GROUP,I
WC,BRNZO,WORTHINGTON INDUSTRIES,I
BROSZ,BROSZ,BROSZIO AND CO,I
BROVA,BROVA,BROVA GROUP,I
BRUCOR,BRUCOR,BRUNSWICK CORPORATION,I
BRUNEL,BRUNEL,BRUNEL SHIPPING & LINER SERVICE (LONDON) LTD,I
BRUNOT,BRUNOT,BRUNOTTI,I
BRUSH,BRUSH,BRUSH WELLMAN,I
BRYANT,BRYANT,LANE BRYANT,I
BRYLAN,BRYLAN,"FULLBEAUTY BRANDS OPERATIONS, LLC",A
BSAC,BSAC,BEAUFORT SHIPPING AGNECY COMPANY,I
BSB,BSB,BRIDGESTONE BENELUX BV,I
BSEA,BSEA,BASF SOUTH EAST ASIA PTD LTD,I
BSHOP,BSHOP,THE BODY SHOP OF AMERICA,I
BSHPUK,BSHPUK,THE BODY SHOP,I
BSL,BSL,BUCKLE SHIPPING LTD,I
DEICH,BSNA,BOSNIA-HERZIGOVINA/ SERBIA,I
BSSEL,BSSEL,THE BODY SHOP - KOREA,I
BSTEAD,BSTEAD,BANSTEAD TOOL AND ENG. CO. LTD,I
BTL,BTL,BIZLINK TECHNOLOGY(IRELAND)LTD,I
BTOGS,BTOGS,BABY TOGS INC,I
BTSA,BTSA,BEST TRADING SA DE CV,A
BTSVT,BTSVT,BURCU TEKSTIL SAN. VE TIC. A.S.,I
BTUTSL,BTUTSL,BELGU TEKSTIL URETIM TIC SAN LTD STI,I
BUCCAN,BUCCAN,BUCKEYE CANADA,I
BUGLE,BUGLE,"BUGLE BOY INDUSTRIES, INC.",I
BULL,BULL,BULLPACK GMBH,I
BUNZ,BUNZ,BUNZL PLC,A
BUNZ,BUOUT,BUNZL OUTSOURCING SERVICES BV,A
GHP,BURNES,WEAREVER DIV OF GLOBAL HOME PRODUCTS,I
BURT,BURT,BURT'S BEES INC,I
BUSH,BUSH,BUSHNELL OUTDOOR PRODUCTS,I
BUSS,BUSS,BUSS LOGISTICK TERMINAL GMBH U CO STEINWERDER KG,I
BUSYB,BUSYB,BUSY BEE MACHINE TOOLS LTD.,I
BUTDOM,BUTDOM,BUTTERSCOTCH,I
BUTTER,BUTTER,BUTTERSCOTCH LLC,I
BUNZ,BUVER,BUNZL VERPAKKINGSGROEP BV,A
BUWAT,BUWAT,BUWATEC BV,I
BVBA,BVBA,BLACK & DECKER LIMITED BVBA,A
BWAITE,BWAITE,BRUCE WAITE,I
BWP,BWP,BELWITH PRODUCTS LLC,I
BWS,BWS,BWS ADUANAS S.L.,I
BYAU,BYAU,BYTECRAFT AUTOMATION PTY LTD,I
BYBLOS,BYBLOS,BYBLOS ENTERPRISES INC.,I
CACHET,CACHET,"CACHET CREATIONS, INC.",I
CADIC,CADIC,CADILLAC OF EUROPE,A
CADILL,CADILL,CADILLAC EUROPE BV,I
CADISA,CADISA,"CENTRAL AMERICANA DE DISTRIBUCION, SOCIEDAD ANONIMA",I
CAESAR,CAESAR,CEASARS PLAZA INC,I
CAFASH,CAFASH,CALIFORNIA FASHION INDUSTRIES,I
RMAID,CALPHA,SUNBEAM PRODUCTS INC,A
CALTEX,CALTEX,CALIFORNIA TEXTIL MEXICO S.A. DE C.V.,A
CAMBI,CAMBI,CAMBRIDGE INDUSTRIAL S.A.,I
CAMELE,CAMELE,CAMDEN ELECTRONICS LTD,I
CAMEUR,CAMEUR,CAMEUROPEAN FREIGHT SERVICES,I
CAMEX,CAMEX,C&A MEXICO S DE RL,A
CAMG,CAMG,CAMIONES Y MOTORES INT'L. DE MEXICO S. DE RL DE C.V. (GARANTIAS),I
CAMIND,CAMIND,CAMERON INDUSTRIES,I
CAMM,CAMM,CAMIONES Y MOTORES INT'L. DE MEXICO S. DE RL DE C.V. (MAXION),I
CAMPS,CAMPS,CAMPHES,I
CANON,CANON,CANON,I
NIDEC,CANT,NIDEC MOTOR CORPORATION  CANTON ELEVATOR,A
CAPMER,CAPMER,CAPITAL MERCURY APPAREL LTD,I
CARAT,CARAT,CARAT DUCHATELET S.A,I
CARCHA,CARCHA,CARGO CHANNELL LOGISTICS LTD,I
RMAID,CARD,SANFORD-CARDSCAN,I
CARE,CARE,CARE NATURKOST GMBH & CO,I
CARGIL,CARGIL,CARGIL INTERNATIONAL,I
PIER1,CARGO,PIER 1 KIDS,I
CARIBE,CARIBE,"CARIBE MARKETING & SALES CO., INC.",I
CARIMP,CARIMP,CARMONA IMPORT'S S.A. DE C.V.,I
CARIN,CARIN,C/O CARINTER,I
CARINT,CARINT,CARLTON INTERNATIONAL PLC,I
CARLS,CARLS,CARLSBERG BREWERY MALAYSIA BERHAD,I
CARMIC,CARMIC,CARMICHAEL INTERNATIONAL,A
HHB,CAROL,"CAROLINA SHOE, A DIVISION OF H H BROWN",I
CARPEX,CARPEX,CARIMPEX,I
CARTER,CARTER,CARTER'S,I
CASADA,CASADA,CASADA INTERNATIONAL GMBH,I
CASEY,CASEY,CHRISTIAN CASEY LLC,I
PAPEL,CAST,"CAST ART INDUSTRIES, INC",I
CAT,CAT,CENTRAL AMERICA TRADE CORPORATION,I
CATCH,CATCH,CATCHER TECHNOLOGY (SUZHOU) CO. LTD,I
CATCO,CATCO,CATCO INC,I
CATEC,CATEC,CATECU S.A.,I
CATLOG,CATLOG,CATERPILLAR LOGISTICS SERVICES INTERNATIONAL NV,I
CATONI,CATONI,CATONI INTERLINK TRANSPORT LTD,I
CBCL,CBCL,COLLINGWOOD BERNARD CHEMICAL LOGISTICS,I
CBDSGN,CBDSGN,"C. B. DESIGN, INC",I
CBI,CBI,"CHANNEL BLUE IMPORTS, INC",I
CBMB,CBMB,CARLSBERG BREWERY MALAYSIA BERHAD,I
CBRD,CBRD,COMPANHIA BRASILEIRA DE DISTRIBUICAO,A
CBVQB,CBVQB,CATONI ROMANIA,I
CCA,CCA,COMSUMER CARE OF AMERICA,I
CCC,CCC,CASIO EUROPE GMBH,I
CCCAR,CCCAR,CROSS COUNTRY CARS LTD,I
CCD,CCD,CRISTACOLOR DESIGN S.A. DE C.V.,I
CCI,CCI,CLASSIC CONCEPTS INC,I
CCITY,CCITY,CIRCUIT CITY,I
CCL,CCL,CONTINENTAL CARGO LOGISTICS INC,I
CCLEG,CCLEG,COSCO CONAINER LINES EUROPE GMBH,I
CCLL,CCLL,CARGO CHANNELL LOGISTICS LTD,I
CCLL,CCLL1,APL LOGISTICS HKG OBO CARGO CHANNELL LOGISTICS LTD,I
CCONAR,CCONAR,DO NOT  USE,I
DELL,CCORP,CORETRONIC CORP,I
RMAID,CCPBG,CALPHALON CORPORATION,I
DELL,CCTC,CHAUN CHOUNG TECHNOLOGY CORP.,I
RMAID,CCTOL,CALPHALON CORPORATION,I
CDDT,CDDT,CAY DROELLE DIENSTLEISTUNG UND TRANSPORTE,I
CDT,CDT,CDT LTD,I
EMERSN,CEB,CEB,I
CEBAS,CEBAS,CEBAS PTY LTD,I
CECKUZ,CECKUZ,COMPAL ELECTRONICS(KUNSHAN)CO.LTD.,I
CED,CED,COUNTRYWIDE ELECTRICAL DISTRIBUTION,I
CEDARC,CEDARC,CEDAR CREEK DRILLING,I
CED,CEDL,COUNTRYWIDE ELECTRICAL DISTRIBUTORS LTD,I
CED,CED1,COUNTRYWIDE ELECTRICAL DISTRIBUTORS,I
CEG,CEG,COMMODORE EXPRESS (GUERNSEY),I
DELL,CEI,"COMPAL ELECTRONICS, INC",I
EMERSN,CEL,EMERSON NETWORK POWER LIMITED,I
CELSO,CELSO,"CELSO PEREZ, C. POR A.",I
CENARI,CENARI,CENDIAN ASIA PACIFIC PTE LTD,I
CENCO,CENCO,CENCOSUD RETAIL S. A.,A
CENKOR,CENKOR,CENKO INTERNATIONAL,I
CFI,CFI,"CARL'S FURNITURE, INC.",I
CFL,CFL,C.F.L. ENTERPRISE LTD,I
CFLLLS,CFLLLS,C.F.L. ENTERPRISE LTD,I
CFS,CFS,"CORPORATE FULFILLMENT SYSTEMS, INC",I
CFSI,CFSI,CREATIVE FLORAL SUPPLY INC.,I
CGEE,CGEE,CHARLES GEE & CO,I
CGM,CGM,C.G. MCLAUGHLAN,I
AEO,CGO,INDUSTRIA MERCADEO Y COLOR S.A.S.,I
RMAID,CGOODY,GOODY CANADA,I
CGS,CGS,C.G.S INDUSTRIES INC,I
POLO,CHAPS1,CHAPS READY TO WEAR A DIV OF RALPH LAUREN CORPORATION,I
POLO,CHAPS2,"CHAPS CHILDRENSWEAR, A DIVISION OF RALPH LAUREN CORPORATION",I
ASCENA,CHARM,"C.S.I.INDUSTRIES, INC.",I
CHAVEZ,CHAVEZ,CHAVEZ CARDENAS MARTHA OFELIA,I
CHCH,CHCH,CHERYL CHIK,I
CHEAUS,CHEAUS,CHEMNET AUSTRALIA,I
CHECK,CHECK,CHECKOLITE INTERNATIONAL,I
CHERRY,CHERRY,CHERRY OASIS TRADING DUBAI,I
CHESTR,CHESTR,CHESTER BARNES LTD,I
NAF,CHEVIG,CHEVIGNON,I
CHF,CHF,CHF INDUSTRIES INC,I
RMAID,CHFRA,CEANOTHE HOLDING,I
CHHC,CHHC,CHURCHILL CHINA (UK) LTD,I
LBRT,CHL,VERTIV SRL - AC POWER DIVISION,I
EMERSN,CHLO,CHLORIDE S.R.L,I
CHOICE,CHOICE,CHOICE INTERNATIONAL (M J MALIKE T/A),I
CHONG,CHONG,CHONG WON,I
HBI,CHPEUR,CHAMPION EUROPE SPA,A
CHUNG,CHUNG,CHUNG YANG MODAS,I
CHWEAR,CHWEAR,CHAMPION ATHLETICEWEAR,I
CID,CID,C.I.D. BVBA,I
CIG,CIG,"CORPORACION INDUSTRIAL GUANTERA, S.A. DE C.V.",I
CIIA,CIIA,CASA ITHALAT IHRACAT A.S.,I
CILHI,CILHI,UNITED STATES ARMY CENTRAL IDENTIFICATION LAB-HAWAII,I
CIMEX,CIMEX,CIMEX SA,I
CINDY,CINDY,CINDY LAIWAH WONG,I
CITRIC,CITRIC,CITRICOS EX SA DE CV,I
CJAPP,CJAPP,CJ APPAREL LLC,I
CJTOYS,CJTOYS,"C & J TOYS,INC.",I
TOMEU,CKACEU,CALVIN KLEIN ACCESSORIES,A
TOMEU,CKDFEU,CALVIN KLEIN DRESS FURNISHINGS,A
TOMEU,CKEUR,CALVIN KLEIN EUROPE,A
CKEY,CKEY,CROSSKEY SELECT BOOKS,I
TOMEU,CKJEEU,CALVIN KLEIN JEANS,A
TOMEU,CKKDEU,CALVIN KLEIN EUROPE B.V. CK KIDS,A
TOMEU,CKMSEU,CALVIN KLEIN MENSWEAR,A
TOMEU,CKPFEU,CALVIN KLEIN EUROPE B.V. CK PERFORMANCE,A
TOMEU,CKPRO,CALVIN KLEIN PROJECTS,A
TOMEU,CKRTEU,CALVIN KLEIN OUTLET AND POS,A
TOMEU,CKSAEU,CALVIN KLEIN SAMPLES,A
CKSC,CKSC,CK SPORTSWEAR CORP.,I
TOMEU,CKUNEU,CALVIN KLEIN UNDERWEAR,A
TOMEU,CKWOEU,CALVIN KLEIN WOMENSWEAR,A
CLAGIE,CLAGIE,CLAEYS GIETERIJEN,I
CLAY,CLAY,"CLAYPOOL RESOURCES, LLC",I
CLEAR,CLEAR,CLEARFAST LTD,I
CLH,CLH,CONCEPT LH,I
CLI,CLI,CASE LOGIC,I
CLL,CLL,CONSOLIDORA LOS LEONES S.A,I
CLLCON,CLLCON,CLL CONSOLIDATED LAZER LINE LTD,I
CLOS,CLOS,CLOS D'AGUZON,I
POLO,CLUB,CLUB MONACO,A
POLO,CLUBCA,CLUB MONACO CORPORATION,A
DEMO,CLUSH,CLUB SHOES CORP,A
CMA,CMA,CMA-CGM (HOLLAND) B.V.,I
AMES,CMAID,CLOSET MAID,I
CMAS,CMAS,COMCERIALIZADORA MEXICO AMERICANA S. DE R.L. DE C.V.,I
CMAYAN,CMAYAN,"COMERCIALIZADORA MAYAN 2000,S.A. DE C.V.",A
CMCMAG,CMCMAG,CMC MAGNETICS CORP.,I
CML,CML,CLEVELAND MARKETING LIMITED,I
CMT,CMT,MR. CHI MING TAN,I
CMTSHA,CMTSHA,C&M TECHNOLOGY (SHANGAI)LTD,I
CNET,CNET,"CORONET GROUP, INC",I
CNG,CNG,CARE HATURKOST GMBH,I
EMERSN,CNTRL,EMERSON - CONTROL CONCEPTS,I
CNY,CNY,"C & Y SPORTSWEAR, INC.",I
DEMO,COART,COMMERCIAL ART INC.,A
COCO,COCO,COCO INTERNATIONAL,I
CODY,CODY,CODY KRAMER IMPORTS,I
BMSL,COHK,COVESTRO (HONG KONG) LIMITED,A
TALBOT,COLDW,COLDWATER DIRECT LLC,I
COLE,COLE,COLE HAAN LLC,A
COLMAN,COLMAN,"COLLAGE MANUFACTURAS, S.A. DE C.V.",I
COLNOT,COLNOT,COLNOTEX S.A.,I
COLORT,COLORT,COLOR-T DE PUEBLA SA DE CV,I
COLPAL,COLPAL,COLGATE-PALMOLIVE COMPANY,I
COLSAN,COLSAN,"COLECCION DE SANTA, S.A.",I
COMAR,COMAR,"COMERCIALIZADORA ARTHUR, S.A. DE C.V.",I
RMAID,COMBE,COMERCIAL BEROL,I
COMCOM,COMCOM,COMERCIAL COMBALIA,I
COMD,COMD,COMDEC B.V.,I
COMDIA,COMDIA,COMDIAL,I
COMEQU,COMEQU,COMERCIALIZADORA EQUILSD SA DE CV,I
COMHUL,COMHUL,COPANIA HULERA TORNEL S.A. DE C.V.,A
COMINT,COMINT,"COMERCIALIZADORA L2 INTERNACIONAL, S.A. DE C.V.",I
COMOS,COMOS,COMOS BV,I
COMSA,COMSA,COMERCIAL MADISON SA,I
COMTRE,COMTRE,COMERCIALIZADORA VIA DEL NORTE S.A. DE C.V.,I
COM87,COM87,COMERCIAL 87 LTDA.,A
CONAIR,CONAIR,CONAIR COMERCIALIZADORA CHILE LTDA.,I
CONBEL,CONBEL,CONFREIGHT BELGIUM NV,I
MARMAX,CONCOR,CONCORD BUYING GROUP INC,A
CONDIS,CONDIS,CONSUMERS DISTRIBUTING INC,I
CONDU,CONDU,CONDUIT S.A. DE C.V.,I
EMERSN,CONG,CONG TY TIN HOC VIEN THONG NHAT PHU VIET,I
CONNEL,CONNEL,CONNELL BROS. CO. (HK) LTD.,I
MARE,CONNEX,CONNEX WARENHANDEL GMBH,I
NIDEC,CONTE,NIDEC MOTOR CORPORATION-CONTROL TECHNIQUES,A
VFC,CONTMP,VF CONTEMPORARY INC,I
EMERSN,CONTT,CONG TY TNHH MTV UNG DUNG KY THUAT VA SAN XUAT,I
DELL,CONVER,CONVERGE ASIA PTE LTD,I
CONVMX,CONVMX,GRUPO CONVERSE DE MEXICO SA DE CV,A
NIKE,CONVRS,"CONVERSE, INC",A
COOKIE,COOKIE,THE COOKIE COMPANY,A
EMERSN,COOLIG,"COOLIGY INC., SUBSIDIARY OF EMERSON ELECTRIC",I
COOPER,COOPER,COOPER BUSSMANN,I
COPAC,COPAC,COMMERCIAL PACKAGING,I
COPANR,COPANR,COPEX FREIGHT FORWARDING N.V.,I
EMERSN,COPCO9,COPELAND LTD,I
COPEX,COPEX,COPEX,I
COPIGS,COPIGS,COPEX I.G.S.,I
EMERSN,COPLND,COPELAND CORPORATION,I
EMERSN,COPUK,COPELAND LTD,I
CORD,CORD,CORD ELECTRONICS INCORPORATED,I
CORINT,CORINT,CORNISH INTERNATIONAL,I
CORONA,CORONA,MULTITIENDAS CORONA S.A.,A
COSA,COSA,COMERCIALIZADORA S.A.,I
COSCAP,COSCAP,CONTAINER AND PALLET SERVICES,I
COSMOS,COSMOS,COSMOS APPAREL,I
DEMO,COSS,CORRECT ACCOUTN CODE CSSE,I
COSTUM,COSTUM,GOODWEST ENTERPRISES LTD.,I
COTE,COTE,COTE DE FRANCE INC,I
BMSL,COTH,"COVESTRO (THAILAND) CO., LTD.",A
BMSL,COTW,COVESTRO (TAIWAN) LTD.,A
ESUTTN,COURTE,COURTESY SHOES LTD,A
NEWLEU,CPEUR,NEWELL EUROPE SARL- COMMERCIAL PRODUCTS (RCP & TC'S),A
CPIL,CPIL,CAMBRIDGE PROMOTIONS INT LTD,I
NEX,CPIP,CONTINENTAL PRINTING INKS PTY,I
CPL,CPL,CHAMBERLAIN PLASTICS LIMITED,I
EBSI,CPRM,"C-PREME LIMITED, LLC",I
CPT,CPT,CPT CARGO SERVICES LTD,I
CPTL,CPTL,CHUNGWA PICTURE TUBES,I
CENCO,CRCL,CENCOSUD RETAIL S. A.,A
CRCZ8,CRCZ8,CATONI ROMANIA,I
DEMO,CRICO,CRISTAL COMMERCIAL S. A,A
CRISF,CRISF,CRISF INC,I
CROCO,CROCO,DO NOT USE,I
CROOME,CROOME,CROOME (GOLD STAR LOGISTICS),I
CROSM,CROSM,CROSMAN CORPORATION,I
CROSS,CROSS,CROSS FREIGHT INT. SPEDITIONSGES.MBH,I
CENCO,CRPE,CENCOSUD RETAIL PERU S.A.,A
AEO,CRPERU,CENCOSUD RETAIL PERU S.A.,A
CRUIS,CRUIS,CRUISER ACCESORIES,I
CRUSR,CRUSR,CRUISER ACCESSORIES,I
CRUSSE,CRUSSE,CHARLOTTE RUSSE,I
CRYSTA,CRYSTA,CRYSTAL HOSIERY INC,I
CSADEK,CSADEK,CHARLES SADEK IMPORT COMPANY INC,I
CSAV,CSAV,CSAV GROUP AGENCIES GERMANY GMBH,I
CSAVNE,CSAVNE,CSAV AGENCY NETHERLANDS BV,I
CSC,CSC,COLUMBIA SPORTSWEAR COMPANY,I
CSI,CSI,CASTELL SAFETY INTERNATIONAL,I
TWEEN,CSICA,CHARMING SHOPPES OF DELAWARE,I
DEMO,CSII,CENTRAL SPORT INTERNATIONAL INC,A
TWEEN,CSILB,CHARMING SHOPPES OF DELAWARE,I
CSM,CSM,CORNELDER'S SCHEEPVAART MAATSCHAPPIJ B.V.,I
DEMO,CSSE,COMMERCIAL SALES SECURITY,A
CSSIN,CSSIN,CLASQUIN SINGAPORE PTE LTD,I
CSTIX,CSTIX,CHERRY STIX LTD.,I
CSU,CSU,C.S.U.,I
